Analyzer_Comb,Comb_Token,Target,Scenario,N_Detected_CVEs,N_All_CVEs
flawfinder-codeql-codechecker,FLF-CQL-CCH,openssl,Scenario 4 (S.2-2),5,21
flawfinder-codeql-codechecker,FLF-CQL-CCH,php,Scenario 1 (S.1-1),11,15
flawfinder-codeql-codechecker,FLF-CQL-CCH,php,Scenario 2 (S.1-2),10,15
flawfinder-codeql-codechecker,FLF-CQL-CCH,php,Scenario 3 (S.2-1),9,15
flawfinder-codeql-codechecker,FLF-CQL-CCH,php,Scenario 4 (S.2-2),8,15
flawfinder-codeql-codechecker,FLF-CQL-CCH,sqlite3,Scenario 1 (S.1-1),9,16
flawfinder-codeql-codechecker,FLF-CQL-CCH,sqlite3,Scenario 2 (S.1-2),6,16
flawfinder-codeql-codechecker,FLF-CQL-CCH,sqlite3,Scenario 3 (S.2-1),9,16
flawfinder-codeql-codechecker,FLF-CQL-CCH,sqlite3,Scenario 4 (S.2-2),6,16
flawfinder-codeql-codechecker,FLF-CQL-CCH,ffmpeg,Scenario 1 (S.1-1),8,22
flawfinder-codeql-codechecker,FLF-CQL-CCH,ffmpeg,Scenario 2 (S.1-2),3,22
flawfinder-codeql-codechecker,FLF-CQL-CCH,ffmpeg,Scenario 3 (S.2-1),7,22
flawfinder-codeql-codechecker,FLF-CQL-CCH,ffmpeg,Scenario 4 (S.2-2),3,22
flawfinder-codeql-codechecker,FLF-CQL-CCH,binutils,Scenario 1 (S.1-1),25,59
flawfinder-codeql-codechecker,FLF-CQL-CCH,binutils,Scenario 2 (S.1-2),13,59
flawfinder-codeql-codechecker,FLF-CQL-CCH,binutils,Scenario 3 (S.2-1),14,59
flawfinder-codeql-codechecker,FLF-CQL-CCH,binutils,Scenario 4 (S.2-2),4,59
flawfinder-codeql-commsca,FLF-CQL-CSA,libpng,Scenario 1 (S.1-1),4,7
flawfinder-codeql-commsca,FLF-CQL-CSA,libpng,Scenario 2 (S.1-2),3,7
flawfinder-codeql-commsca,FLF-CQL-CSA,libpng,Scenario 3 (S.2-1),2,7
flawfinder-codeql-commsca,FLF-CQL-CSA,libpng,Scenario 4 (S.2-2),1,7
flawfinder-codeql-commsca,FLF-CQL-CSA,libtiff,Scenario 1 (S.1-1),8,13
flawfinder-codeql-commsca,FLF-CQL-CSA,libtiff,Scenario 2 (S.1-2),4,13
flawfinder-codeql-commsca,FLF-CQL-CSA,libtiff,Scenario 3 (S.2-1),6,13
flawfinder-codeql-commsca,FLF-CQL-CSA,libtiff,Scenario 4 (S.2-2),2,13
flawfinder-codeql-commsca,FLF-CQL-CSA,libxml2,Scenario 1 (S.1-1),14,17
flawfinder-codeql-commsca,FLF-CQL-CSA,libxml2,Scenario 2 (S.1-2),8,17
flawfinder-codeql-commsca,FLF-CQL-CSA,libxml2,Scenario 3 (S.2-1),14,17
flawfinder-codeql-commsca,FLF-CQL-CSA,libxml2,Scenario 4 (S.2-2),8,17
flawfinder-codeql-commsca,FLF-CQL-CSA,poppler,Scenario 1 (S.1-1),13,22
flawfinder-codeql-commsca,FLF-CQL-CSA,poppler,Scenario 2 (S.1-2),3,22
flawfinder-codeql-commsca,FLF-CQL-CSA,poppler,Scenario 3 (S.2-1),13,22
flawfinder-codeql-commsca,FLF-CQL-CSA,poppler,Scenario 4 (S.2-2),3,22
flawfinder-codeql-commsca,FLF-CQL-CSA,openssl,Scenario 1 (S.1-1),14,21
flawfinder-codeql-commsca,FLF-CQL-CSA,openssl,Scenario 2 (S.1-2),9,21
flawfinder-codeql-commsca,FLF-CQL-CSA,openssl,Scenario 3 (S.2-1),12,21
flawfinder-codeql-commsca,FLF-CQL-CSA,openssl,Scenario 4 (S.2-2),6,21
flawfinder-codeql-commsca,FLF-CQL-CSA,php,Scenario 1 (S.1-1),11,15
flawfinder-codeql-commsca,FLF-CQL-CSA,php,Scenario 2 (S.1-2),10,15
flawfinder-codeql-commsca,FLF-CQL-CSA,php,Scenario 3 (S.2-1),10,15
flawfinder-codeql-commsca,FLF-CQL-CSA,php,Scenario 4 (S.2-2),9,15
flawfinder-codeql-commsca,FLF-CQL-CSA,sqlite3,Scenario 1 (S.1-1),9,16
flawfinder-codeql-commsca,FLF-CQL-CSA,sqlite3,Scenario 2 (S.1-2),8,16
flawfinder-codeql-commsca,FLF-CQL-CSA,sqlite3,Scenario 3 (S.2-1),9,16
flawfinder-codeql-commsca,FLF-CQL-CSA,sqlite3,Scenario 4 (S.2-2),8,16
flawfinder-codeql-commsca,FLF-CQL-CSA,ffmpeg,Scenario 1 (S.1-1),11,22
flawfinder-codeql-commsca,FLF-CQL-CSA,ffmpeg,Scenario 2 (S.1-2),4,22
flawfinder-codeql-commsca,FLF-CQL-CSA,ffmpeg,Scenario 3 (S.2-1),10,22
flawfinder-codeql-commsca,FLF-CQL-CSA,ffmpeg,Scenario 4 (S.2-2),3,22
flawfinder-codeql-commsca,FLF-CQL-CSA,binutils,Scenario 1 (S.1-1),46,59
flawfinder-codeql-commsca,FLF-CQL-CSA,binutils,Scenario 2 (S.1-2),29,59
flawfinder-codeql-commsca,FLF-CQL-CSA,binutils,Scenario 3 (S.2-1),27,59
flawfinder-codeql-commsca,FLF-CQL-CSA,binutils,Scenario 4 (S.2-2),15,59
flawfinder-codechecker-commsca,FLF-CCH-CSA,libpng,Scenario 1 (S.1-1),3,7
flawfinder-codechecker-commsca,FLF-CCH-CSA,libpng,Scenario 2 (S.1-2),2,7
flawfinder-codechecker-commsca,FLF-CCH-CSA,libpng,Scenario 3 (S.2-1),1,7
flawfinder-codechecker-commsca,FLF-CCH-CSA,libpng,Scenario 4 (S.2-2),1,7
flawfinder-codechecker-commsca,FLF-CCH-CSA,libtiff,Scenario 1 (S.1-1),6,13
flawfinder-codechecker-commsca,FLF-CCH-CSA,libtiff,Scenario 2 (S.1-2),4,13
flawfinder-codechecker-commsca,FLF-CCH-CSA,libtiff,Scenario 3 (S.2-1),4,13
flawfinder-codechecker-commsca,FLF-CCH-CSA,libtiff,Scenario 4 (S.2-2),2,13
flawfinder-codechecker-commsca,FLF-CCH-CSA,libxml2,Scenario 1 (S.1-1),10,17
flawfinder-codechecker-commsca,FLF-CCH-CSA,libxml2,Scenario 2 (S.1-2),8,17
flawfinder-codechecker-commsca,FLF-CCH-CSA,libxml2,Scenario 3 (S.2-1),8,17
flawfinder-codechecker-commsca,FLF-CCH-CSA,libxml2,Scenario 4 (S.2-2),7,17
flawfinder-codechecker-commsca,FLF-CCH-CSA,poppler,Scenario 1 (S.1-1),13,22
flawfinder-codechecker-commsca,FLF-CCH-CSA,poppler,Scenario 2 (S.1-2),3,22
flawfinder-codechecker-commsca,FLF-CCH-CSA,poppler,Scenario 3 (S.2-1),13,22
flawfinder-codechecker-commsca,FLF-CCH-CSA,poppler,Scenario 4 (S.2-2),3,22
flawfinder-codechecker-commsca,FLF-CCH-CSA,openssl,Scenario 1 (S.1-1),10,21
flawfinder-codechecker-commsca,FLF-CCH-CSA,openssl,Scenario 2 (S.1-2),7,21
flawfinder-codechecker-commsca,FLF-CCH-CSA,openssl,Scenario 3 (S.2-1),7,21
flawfinder-codechecker-commsca,FLF-CCH-CSA,openssl,Scenario 4 (S.2-2),4,21
flawfinder-codechecker-commsca,FLF-CCH-CSA,php,Scenario 1 (S.1-1),8,15
flawfinder-codechecker-commsca,FLF-CCH-CSA,php,Scenario 2 (S.1-2),7,15
flawfinder-codechecker-commsca,FLF-CCH-CSA,php,Scenario 3 (S.2-1),7,15
flawfinder-codechecker-commsca,FLF-CCH-CSA,php,Scenario 4 (S.2-2),6,15
flawfinder-codechecker-commsca,FLF-CCH-CSA,sqlite3,Scenario 1 (S.1-1),7,16
flawfinder-codechecker-commsca,FLF-CCH-CSA,sqlite3,Scenario 2 (S.1-2),6,16
flawfinder-codechecker-commsca,FLF-CCH-CSA,sqlite3,Scenario 3 (S.2-1),7,16
flawfinder-codechecker-commsca,FLF-CCH-CSA,sqlite3,Scenario 4 (S.2-2),6,16
flawfinder-codechecker-commsca,FLF-CCH-CSA,ffmpeg,Scenario 1 (S.1-1),10,22
flawfinder-codechecker-commsca,FLF-CCH-CSA,ffmpeg,Scenario 2 (S.1-2),3,22
flawfinder-codechecker-commsca,FLF-CCH-CSA,ffmpeg,Scenario 3 (S.2-1),9,22
flawfinder-codechecker-commsca,FLF-CCH-CSA,ffmpeg,Scenario 4 (S.2-2),2,22
flawfinder-codechecker-commsca,FLF-CCH-CSA,binutils,Scenario 1 (S.1-1),49,59
flawfinder-codechecker-commsca,FLF-CCH-CSA,binutils,Scenario 2 (S.1-2),29,59
flawfinder-codechecker-commsca,FLF-CCH-CSA,binutils,Scenario 3 (S.2-1),30,59
flawfinder-codechecker-commsca,FLF-CCH-CSA,binutils,Scenario 4 (S.2-2),15,59
cppcheck-infer-codeql,CPC-IFR-CQL,libpng,Scenario 1 (S.1-1),3,7
cppcheck-infer-codeql,CPC-IFR-CQL,libpng,Scenario 2 (S.1-2),1,7
cppcheck-infer-codeql,CPC-IFR-CQL,libpng,Scenario 3 (S.2-1),1,7
cppcheck-infer-codeql,CPC-IFR-CQL,libpng,Scenario 4 (S.2-2),0,7
cppcheck-infer-codeql,CPC-IFR-CQL,libtiff,Scenario 1 (S.1-1),5,13
cppcheck-infer-codeql,CPC-IFR-CQL,libtiff,Scenario 2 (S.1-2),1,13
cppcheck-infer-codeql,CPC-IFR-CQL,libtiff,Scenario 3 (S.2-1),5,13
cppcheck-infer-codeql,CPC-IFR-CQL,libtiff,Scenario 4 (S.2-2),1,13
cppcheck-infer-codeql,CPC-IFR-CQL,libxml2,Scenario 1 (S.1-1),14,17
cppcheck-infer-codeql,CPC-IFR-CQL,libxml2,Scenario 2 (S.1-2),8,17
cppcheck-infer-codeql,CPC-IFR-CQL,libxml2,Scenario 3 (S.2-1),14,17
cppcheck-infer-codeql,CPC-IFR-CQL,libxml2,Scenario 4 (S.2-2),8,17
cppcheck-infer-codeql,CPC-IFR-CQL,poppler,Scenario 1 (S.1-1),3,22
cppcheck-infer-codeql,CPC-IFR-CQL,poppler,Scenario 2 (S.1-2),2,22
cppcheck-infer-codeql,CPC-IFR-CQL,poppler,Scenario 3 (S.2-1),3,22
cppcheck-infer-codeql,CPC-IFR-CQL,poppler,Scenario 4 (S.2-2),2,22
cppcheck-infer-codeql,CPC-IFR-CQL,openssl,Scenario 1 (S.1-1),11,21
cppcheck-infer-codeql,CPC-IFR-CQL,openssl,Scenario 2 (S.1-2),7,21
cppcheck-infer-codeql,CPC-IFR-CQL,openssl,Scenario 3 (S.2-1),9,21
cppcheck-infer-codeql,CPC-IFR-CQL,openssl,Scenario 4 (S.2-2),4,21
cppcheck-infer-codeql,CPC-IFR-CQL,php,Scenario 1 (S.1-1),11,15
cppcheck-infer-codeql,CPC-IFR-CQL,php,Scenario 2 (S.1-2),9,15
cppcheck-infer-codeql,CPC-IFR-CQL,php,Scenario 3 (S.2-1),10,15
cppcheck-infer-codeql,CPC-IFR-CQL,php,Scenario 4 (S.2-2),8,15
cppcheck-infer-codeql,CPC-IFR-CQL,sqlite3,Scenario 1 (S.1-1),9,16
cppcheck-infer-codeql,CPC-IFR-CQL,sqlite3,Scenario 2 (S.1-2),6,16
cppcheck-infer-codeql,CPC-IFR-CQL,sqlite3,Scenario 3 (S.2-1),9,16
cppcheck-infer-codeql,CPC-IFR-CQL,sqlite3,Scenario 4 (S.2-2),6,16
cppcheck-infer-codeql,CPC-IFR-CQL,ffmpeg,Scenario 1 (S.1-1),4,22
cppcheck-infer-codeql,CPC-IFR-CQL,ffmpeg,Scenario 2 (S.1-2),2,22
cppcheck-infer-codeql,CPC-IFR-CQL,ffmpeg,Scenario 3 (S.2-1),3,22
cppcheck-infer-codeql,CPC-IFR-CQL,ffmpeg,Scenario 4 (S.2-2),2,22
cppcheck-infer-codeql,CPC-IFR-CQL,binutils,Scenario 1 (S.1-1),16,59
cppcheck-infer-codeql,CPC-IFR-CQL,binutils,Scenario 2 (S.1-2),11,59
cppcheck-infer-codeql,CPC-IFR-CQL,binutils,Scenario 3 (S.2-1),4,59
cppcheck-infer-codeql,CPC-IFR-CQL,binutils,Scenario 4 (S.2-2),0,59
cppcheck-infer-codechecker,CPC-IFR-CCH,libpng,Scenario 1 (S.1-1),0,7
cppcheck-infer-codechecker,CPC-IFR-CCH,libpng,Scenario 2 (S.1-2),0,7
cppcheck-infer-codechecker,CPC-IFR-CCH,libpng,Scenario 3 (S.2-1),0,7
cppcheck-infer-codechecker,CPC-IFR-CCH,libpng,Scenario 4 (S.2-2),0,7
cppcheck-infer-codechecker,CPC-IFR-CCH,libtiff,Scenario 1 (S.1-1),0,13
cppcheck-infer-codechecker,CPC-IFR-CCH,libtiff,Scenario 2 (S.1-2),0,13
cppcheck-infer-codechecker,CPC-IFR-CCH,libtiff,Scenario 3 (S.2-1),0,13
cppcheck-infer-codechecker,CPC-IFR-CCH,libtiff,Scenario 4 (S.2-2),0,13
cppcheck-infer-codechecker,CPC-IFR-CCH,libxml2,Scenario 1 (S.1-1),3,17
cppcheck-infer-codechecker,CPC-IFR-CCH,libxml2,Scenario 2 (S.1-2),3,17
cppcheck-infer-codechecker,CPC-IFR-CCH,libxml2,Scenario 3 (S.2-1),3,17
cppcheck-infer-codechecker,CPC-IFR-CCH,libxml2,Scenario 4 (S.2-2),2,17
cppcheck-infer-codechecker,CPC-IFR-CCH,poppler,Scenario 1 (S.1-1),3,22
cppcheck-infer-codechecker,CPC-IFR-CCH,poppler,Scenario 2 (S.1-2),2,22
cppcheck-infer-codechecker,CPC-IFR-CCH,poppler,Scenario 3 (S.2-1),3,22
cppcheck-infer-codechecker,CPC-IFR-CCH,poppler,Scenario 4 (S.2-2),2,22
cppcheck-infer-codechecker,CPC-IFR-CCH,openssl,Scenario 1 (S.1-1),6,21
cppcheck-infer-codechecker,CPC-IFR-CCH,openssl,Scenario 2 (S.1-2),6,21
cppcheck-infer-codechecker,CPC-IFR-CCH,openssl,Scenario 3 (S.2-1),3,21
cppcheck-infer-codechecker,CPC-IFR-CCH,openssl,Scenario 4 (S.2-2),3,21
cppcheck-infer-codechecker,CPC-IFR-CCH,php,Scenario 1 (S.1-1),3,15
cppcheck-infer-codechecker,CPC-IFR-CCH,php,Scenario 2 (S.1-2),2,15
cppcheck-infer-codechecker,CPC-IFR-CCH,php,Scenario 3 (S.2-1),2,15
cppcheck-infer-codechecker,CPC-IFR-CCH,php,Scenario 4 (S.2-2),1,15
cppcheck-infer-codechecker,CPC-IFR-CCH,sqlite3,Scenario 1 (S.1-1),8,16
cppcheck-infer-codechecker,CPC-IFR-CCH,sqlite3,Scenario 2 (S.1-2),4,16
cppcheck-infer-codechecker,CPC-IFR-CCH,sqlite3,Scenario 3 (S.2-1),8,16
cppcheck-infer-codechecker,CPC-IFR-CCH,sqlite3,Scenario 4 (S.2-2),4,16
cppcheck-infer-codechecker,CPC-IFR-CCH,ffmpeg,Scenario 1 (S.1-1),1,22
cppcheck-infer-codechecker,CPC-IFR-CCH,ffmpeg,Scenario 2 (S.1-2),1,22
cppcheck-infer-codechecker,CPC-IFR-CCH,ffmpeg,Scenario 3 (S.2-1),1,22
cppcheck-infer-codechecker,CPC-IFR-CCH,ffmpeg,Scenario 4 (S.2-2),1,22
cppcheck-infer-codechecker,CPC-IFR-CCH,binutils,Scenario 1 (S.1-1),20,59
cppcheck-infer-codechecker,CPC-IFR-CCH,binutils,Scenario 2 (S.1-2),11,59
cppcheck-infer-codechecker,CPC-IFR-CCH,binutils,Scenario 3 (S.2-1),8,59
cppcheck-infer-codechecker,CPC-IFR-CCH,binutils,Scenario 4 (S.2-2),0,59
cppcheck-infer-commsca,CPC-IFR-CSA,libpng,Scenario 1 (S.1-1),2,7
cppcheck-infer-commsca,CPC-IFR-CSA,libpng,Scenario 2 (S.1-2),1,7
cppcheck-infer-commsca,CPC-IFR-CSA,libpng,Scenario 3 (S.2-1),0,7
cppcheck-infer-commsca,CPC-IFR-CSA,libpng,Scenario 4 (S.2-2),0,7
cppcheck-infer-commsca,CPC-IFR-CSA,libtiff,Scenario 1 (S.1-1),5,13
cppcheck-infer-commsca,CPC-IFR-CSA,libtiff,Scenario 2 (S.1-2),3,13
cppcheck-infer-commsca,CPC-IFR-CSA,libtiff,Scenario 3 (S.2-1),4,13
cppcheck-infer-commsca,CPC-IFR-CSA,libtiff,Scenario 4 (S.2-2),2,13
cppcheck-infer-commsca,CPC-IFR-CSA,libxml2,Scenario 1 (S.1-1),10,17
cppcheck-infer-commsca,CPC-IFR-CSA,libxml2,Scenario 2 (S.1-2),8,17
cppcheck-infer-commsca,CPC-IFR-CSA,libxml2,Scenario 3 (S.2-1),8,17
cppcheck-infer-commsca,CPC-IFR-CSA,libxml2,Scenario 4 (S.2-2),6,17
cppcheck-infer-commsca,CPC-IFR-CSA,poppler,Scenario 1 (S.1-1),13,22
cppcheck-infer-commsca,CPC-IFR-CSA,poppler,Scenario 2 (S.1-2),4,22
cppcheck-infer-commsca,CPC-IFR-CSA,poppler,Scenario 3 (S.2-1),13,22
cppcheck-infer-commsca,CPC-IFR-CSA,poppler,Scenario 4 (S.2-2),4,22
cppcheck-infer-commsca,CPC-IFR-CSA,openssl,Scenario 1 (S.1-1),11,21
cppcheck-infer-commsca,CPC-IFR-CSA,openssl,Scenario 2 (S.1-2),8,21
cppcheck-infer-commsca,CPC-IFR-CSA,openssl,Scenario 3 (S.2-1),8,21
cppcheck-infer-commsca,CPC-IFR-CSA,openssl,Scenario 4 (S.2-2),5,21
cppcheck-infer-commsca,CPC-IFR-CSA,php,Scenario 1 (S.1-1),8,15
cppcheck-infer-commsca,CPC-IFR-CSA,php,Scenario 2 (S.1-2),7,15
cppcheck-infer-commsca,CPC-IFR-CSA,php,Scenario 3 (S.2-1),7,15
cppcheck-infer-commsca,CPC-IFR-CSA,php,Scenario 4 (S.2-2),6,15
cppcheck-infer-commsca,CPC-IFR-CSA,sqlite3,Scenario 1 (S.1-1),8,16
cppcheck-infer-commsca,CPC-IFR-CSA,sqlite3,Scenario 2 (S.1-2),6,16
cppcheck-infer-commsca,CPC-IFR-CSA,sqlite3,Scenario 3 (S.2-1),8,16
cppcheck-infer-commsca,CPC-IFR-CSA,sqlite3,Scenario 4 (S.2-2),6,16
cppcheck-infer-commsca,CPC-IFR-CSA,ffmpeg,Scenario 1 (S.1-1),7,22
cppcheck-infer-commsca,CPC-IFR-CSA,ffmpeg,Scenario 2 (S.1-2),4,22
cppcheck-infer-commsca,CPC-IFR-CSA,ffmpeg,Scenario 3 (S.2-1),5,22
cppcheck-infer-commsca,CPC-IFR-CSA,ffmpeg,Scenario 4 (S.2-2),3,22
cppcheck-infer-commsca,CPC-IFR-CSA,binutils,Scenario 1 (S.1-1),48,59
cppcheck-infer-commsca,CPC-IFR-CSA,binutils,Scenario 2 (S.1-2),27,59
cppcheck-infer-commsca,CPC-IFR-CSA,binutils,Scenario 3 (S.2-1),28,59
cppcheck-infer-commsca,CPC-IFR-CSA,binutils,Scenario 4 (S.2-2),14,59
cppcheck-codeql-codechecker,CPC-CQL-CCH,libpng,Scenario 1 (S.1-1),3,7
cppcheck-codeql-codechecker,CPC-CQL-CCH,libpng,Scenario 2 (S.1-2),1,7
cppcheck-codeql-codechecker,CPC-CQL-CCH,libpng,Scenario 3 (S.2-1),1,7
cppcheck-codeql-codechecker,CPC-CQL-CCH,libpng,Scenario 4 (S.2-2),0,7
cppcheck-codeql-codechecker,CPC-CQL-CCH,libtiff,Scenario 1 (S.1-1),5,13
cppcheck-codeql-codechecker,CPC-CQL-CCH,libtiff,Scenario 2 (S.1-2),1,13
cppcheck-codeql-codechecker,CPC-CQL-CCH,libtiff,Scenario 3 (S.2-1),5,13
cppcheck-codeql-codechecker,CPC-CQL-CCH,libtiff,Scenario 4 (S.2-2),1,13
cppcheck-codeql-codechecker,CPC-CQL-CCH,libxml2,Scenario 1 (S.1-1),14,17
cppcheck-codeql-codechecker,CPC-CQL-CCH,libxml2,Scenario 2 (S.1-2),8,17
cppcheck-codeql-codechecker,CPC-CQL-CCH,libxml2,Scenario 3 (S.2-1),14,17
cppcheck-codeql-codechecker,CPC-CQL-CCH,libxml2,Scenario 4 (S.2-2),8,17
cppcheck-codeql-codechecker,CPC-CQL-CCH,poppler,Scenario 1 (S.1-1),1,22
cppcheck-codeql-codechecker,CPC-CQL-CCH,poppler,Scenario 2 (S.1-2),0,22
cppcheck-codeql-codechecker,CPC-CQL-CCH,poppler,Scenario 3 (S.2-1),0,22
cppcheck-codeql-codechecker,CPC-CQL-CCH,poppler,Scenario 4 (S.2-2),0,22
cppcheck-codeql-codechecker,CPC-CQL-CCH,openssl,Scenario 1 (S.1-1),11,21
cppcheck-codeql-codechecker,CPC-CQL-CCH,openssl,Scenario 2 (S.1-2),6,21
cppcheck-codeql-codechecker,CPC-CQL-CCH,openssl,Scenario 3 (S.2-1),9,21
cppcheck-codeql-codechecker,CPC-CQL-CCH,openssl,Scenario 4 (S.2-2),4,21
cppcheck-codeql-codechecker,CPC-CQL-CCH,php,Scenario 1 (S.1-1),11,15
cppcheck-codeql-codechecker,CPC-CQL-CCH,php,Scenario 2 (S.1-2),9,15
cppcheck-codeql-codechecker,CPC-CQL-CCH,php,Scenario 3 (S.2-1),9,15
cppcheck-codeql-codechecker,CPC-CQL-CCH,php,Scenario 4 (S.2-2),7,15
cppcheck-codeql-codechecker,CPC-CQL-CCH,sqlite3,Scenario 1 (S.1-1),9,16
cppcheck-codeql-codechecker,CPC-CQL-CCH,sqlite3,Scenario 2 (S.1-2),6,16
cppcheck-codeql-codechecker,CPC-CQL-CCH,sqlite3,Scenario 3 (S.2-1),9,16
cppcheck-codeql-codechecker,CPC-CQL-CCH,sqlite3,Scenario 4 (S.2-2),6,16
cppcheck-codeql-codechecker,CPC-CQL-CCH,ffmpeg,Scenario 1 (S.1-1),4,22
cppcheck-codeql-codechecker,CPC-CQL-CCH,ffmpeg,Scenario 2 (S.1-2),2,22
cppcheck-codeql-codechecker,CPC-CQL-CCH,ffmpeg,Scenario 3 (S.2-1),3,22
cppcheck-codeql-codechecker,CPC-CQL-CCH,ffmpeg,Scenario 4 (S.2-2),2,22
cppcheck-codeql-codechecker,CPC-CQL-CCH,binutils,Scenario 1 (S.1-1),8,59
cppcheck-codeql-codechecker,CPC-CQL-CCH,binutils,Scenario 2 (S.1-2),0,59
cppcheck-codeql-codechecker,CPC-CQL-CCH,binutils,Scenario 3 (S.2-1),7,59
cppcheck-codeql-codechecker,CPC-CQL-CCH,binutils,Scenario 4 (S.2-2),0,59
cppcheck-codeql-commsca,CPC-CQL-CSA,libpng,Scenario 1 (S.1-1),3,7
cppcheck-codeql-commsca,CPC-CQL-CSA,libpng,Scenario 2 (S.1-2),2,7
cppcheck-codeql-commsca,CPC-CQL-CSA,libpng,Scenario 3 (S.2-1),1,7
cppcheck-codeql-commsca,CPC-CQL-CSA,libpng,Scenario 4 (S.2-2),0,7
cppcheck-codeql-commsca,CPC-CQL-CSA,libtiff,Scenario 1 (S.1-1),7,13
cppcheck-codeql-commsca,CPC-CQL-CSA,libtiff,Scenario 2 (S.1-2),3,13
cppcheck-codeql-commsca,CPC-CQL-CSA,libtiff,Scenario 3 (S.2-1),6,13
cppcheck-codeql-commsca,CPC-CQL-CSA,libtiff,Scenario 4 (S.2-2),2,13
cppcheck-codeql-commsca,CPC-CQL-CSA,libxml2,Scenario 1 (S.1-1),14,17
cppcheck-codeql-commsca,CPC-CQL-CSA,libxml2,Scenario 2 (S.1-2),8,17
cppcheck-codeql-commsca,CPC-CQL-CSA,libxml2,Scenario 3 (S.2-1),14,17
cppcheck-codeql-commsca,CPC-CQL-CSA,libxml2,Scenario 4 (S.2-2),8,17
cppcheck-codeql-commsca,CPC-CQL-CSA,poppler,Scenario 1 (S.1-1),11,22
cppcheck-codeql-commsca,CPC-CQL-CSA,poppler,Scenario 2 (S.1-2),2,22
cppcheck-codeql-commsca,CPC-CQL-CSA,poppler,Scenario 3 (S.2-1),11,22
cppcheck-codeql-commsca,CPC-CQL-CSA,poppler,Scenario 4 (S.2-2),2,22
cppcheck-codeql-commsca,CPC-CQL-CSA,openssl,Scenario 1 (S.1-1),14,21
cppcheck-codeql-commsca,CPC-CQL-CSA,openssl,Scenario 2 (S.1-2),8,21
cppcheck-codeql-commsca,CPC-CQL-CSA,openssl,Scenario 3 (S.2-1),11,21
cppcheck-codeql-commsca,CPC-CQL-CSA,openssl,Scenario 4 (S.2-2),6,21
cppcheck-codeql-commsca,CPC-CQL-CSA,php,Scenario 1 (S.1-1),11,15
cppcheck-codeql-commsca,CPC-CQL-CSA,php,Scenario 2 (S.1-2),10,15
cppcheck-codeql-commsca,CPC-CQL-CSA,php,Scenario 3 (S.2-1),10,15
cppcheck-codeql-commsca,CPC-CQL-CSA,php,Scenario 4 (S.2-2),9,15
cppcheck-codeql-commsca,CPC-CQL-CSA,sqlite3,Scenario 1 (S.1-1),9,16
cppcheck-codeql-commsca,CPC-CQL-CSA,sqlite3,Scenario 2 (S.1-2),8,16
cppcheck-codeql-commsca,CPC-CQL-CSA,sqlite3,Scenario 3 (S.2-1),9,16
cppcheck-codeql-commsca,CPC-CQL-CSA,sqlite3,Scenario 4 (S.2-2),8,16
cppcheck-codeql-commsca,CPC-CQL-CSA,ffmpeg,Scenario 1 (S.1-1),9,22
cppcheck-codeql-commsca,CPC-CQL-CSA,ffmpeg,Scenario 2 (S.1-2),5,22
cppcheck-codeql-commsca,CPC-CQL-CSA,ffmpeg,Scenario 3 (S.2-1),8,22
cppcheck-codeql-commsca,CPC-CQL-CSA,ffmpeg,Scenario 4 (S.2-2),4,22
cppcheck-codeql-commsca,CPC-CQL-CSA,binutils,Scenario 1 (S.1-1),47,59
cppcheck-codeql-commsca,CPC-CQL-CSA,binutils,Scenario 2 (S.1-2),26,59
cppcheck-codeql-commsca,CPC-CQL-CSA,binutils,Scenario 3 (S.2-1),27,59
cppcheck-codeql-commsca,CPC-CQL-CSA,binutils,Scenario 4 (S.2-2),14,59
cppcheck-codechecker-commsca,CPC-CCH-CSA,libpng,Scenario 1 (S.1-1),2,7
cppcheck-codechecker-commsca,CPC-CCH-CSA,libpng,Scenario 2 (S.1-2),1,7
cppcheck-codechecker-commsca,CPC-CCH-CSA,libpng,Scenario 3 (S.2-1),0,7
cppcheck-codechecker-commsca,CPC-CCH-CSA,libpng,Scenario 4 (S.2-2),0,7
cppcheck-codechecker-commsca,CPC-CCH-CSA,libtiff,Scenario 1 (S.1-1),5,13
cppcheck-codechecker-commsca,CPC-CCH-CSA,libtiff,Scenario 2 (S.1-2),3,13
cppcheck-codechecker-commsca,CPC-CCH-CSA,libtiff,Scenario 3 (S.2-1),4,13
cppcheck-codechecker-commsca,CPC-CCH-CSA,libtiff,Scenario 4 (S.2-2),2,13
cppcheck-codechecker-commsca,CPC-CCH-CSA,libxml2,Scenario 1 (S.1-1),8,17
cppcheck-codechecker-commsca,CPC-CCH-CSA,libxml2,Scenario 2 (S.1-2),6,17
cppcheck-codechecker-commsca,CPC-CCH-CSA,libxml2,Scenario 3 (S.2-1),6,17
cppcheck-codechecker-commsca,CPC-CCH-CSA,libxml2,Scenario 4 (S.2-2),4,17
cppcheck-codechecker-commsca,CPC-CCH-CSA,poppler,Scenario 1 (S.1-1),12,22
cppcheck-codechecker-commsca,CPC-CCH-CSA,poppler,Scenario 2 (S.1-2),2,22
cppcheck-codechecker-commsca,CPC-CCH-CSA,poppler,Scenario 3 (S.2-1),11,22
cppcheck-codechecker-commsca,CPC-CCH-CSA,poppler,Scenario 4 (S.2-2),2,22
cppcheck-codechecker-commsca,CPC-CCH-CSA,openssl,Scenario 1 (S.1-1),10,21
