Analyzer_Comb,Comb_Token,LL_CWE_ID,HL_CWE_ID,Scenario,N_Detected_CVEs,N_All_CVEs
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,681,664,Scenario 2 (S.1-2),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,681,664,Scenario 3 (S.2-1),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,681,664,Scenario 4 (S.2-2),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,611,664,Scenario 1 (S.1-1),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,611,664,Scenario 2 (S.1-2),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,611,664,Scenario 3 (S.2-1),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,611,664,Scenario 4 (S.2-2),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,416,664,Scenario 1 (S.1-1),1,7
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,416,664,Scenario 2 (S.1-2),0,7
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,416,664,Scenario 3 (S.2-1),1,7
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,416,664,Scenario 4 (S.2-2),0,7
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,20,707,Scenario 1 (S.1-1),3,11
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,20,707,Scenario 2 (S.1-2),0,11
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,20,707,Scenario 3 (S.2-1),3,11
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,20,707,Scenario 4 (S.2-2),0,11
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,835,691,Scenario 1 (S.1-1),1,6
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,835,691,Scenario 2 (S.1-2),0,6
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,835,691,Scenario 3 (S.2-1),1,6
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,835,691,Scenario 4 (S.2-2),0,6
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,401,664,Scenario 1 (S.1-1),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,401,664,Scenario 2 (S.1-2),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,401,664,Scenario 3 (S.2-1),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,401,664,Scenario 4 (S.2-2),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,131,682,Scenario 1 (S.1-1),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,131,682,Scenario 2 (S.1-2),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,131,682,Scenario 3 (S.2-1),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,131,682,Scenario 4 (S.2-2),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,772,664,Scenario 1 (S.1-1),0,2
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,772,664,Scenario 2 (S.1-2),0,2
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,772,664,Scenario 3 (S.2-1),0,2
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,772,664,Scenario 4 (S.2-2),0,2
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,119,664,Scenario 1 (S.1-1),16,36
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,119,664,Scenario 2 (S.1-2),15,36
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,119,664,Scenario 3 (S.2-1),10,36
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,119,664,Scenario 4 (S.2-2),9,36
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,190,682,Scenario 1 (S.1-1),6,17
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,190,682,Scenario 2 (S.1-2),0,17
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,190,682,Scenario 3 (S.2-1),6,17
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,190,682,Scenario 4 (S.2-2),0,17
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,664,664,Scenario 1 (S.1-1),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,664,664,Scenario 2 (S.1-2),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,664,664,Scenario 3 (S.2-1),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,664,664,Scenario 4 (S.2-2),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,369,682,Scenario 1 (S.1-1),1,8
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,369,682,Scenario 2 (S.1-2),0,8
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,369,682,Scenario 3 (S.2-1),1,8
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,369,682,Scenario 4 (S.2-2),0,8
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,476,703,Scenario 1 (S.1-1),11,29
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,476,703,Scenario 2 (S.1-2),4,29
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,476,703,Scenario 3 (S.2-1),7,29
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,476,703,Scenario 4 (S.2-2),3,29
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,129,707,Scenario 1 (S.1-1),1,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,129,707,Scenario 2 (S.1-2),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,129,707,Scenario 3 (S.2-1),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,129,707,Scenario 4 (S.2-2),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,787,664,Scenario 1 (S.1-1),4,12
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,787,664,Scenario 2 (S.1-2),4,12
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,787,664,Scenario 3 (S.2-1),2,12
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,787,664,Scenario 4 (S.2-2),1,12
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,415,664,Scenario 1 (S.1-1),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,415,664,Scenario 2 (S.1-2),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,415,664,Scenario 3 (S.2-1),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,415,664,Scenario 4 (S.2-2),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,617,691,Scenario 1 (S.1-1),1,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,617,691,Scenario 2 (S.1-2),1,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,617,691,Scenario 3 (S.2-1),1,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,617,691,Scenario 4 (S.2-2),1,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,125,664,Scenario 1 (S.1-1),14,50
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,125,664,Scenario 2 (S.1-2),12,50
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,125,664,Scenario 3 (S.2-1),8,50
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,125,664,Scenario 4 (S.2-2),6,50
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,770,664,Scenario 1 (S.1-1),1,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,770,664,Scenario 2 (S.1-2),1,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,770,664,Scenario 3 (S.2-1),1,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,770,664,Scenario 4 (S.2-2),1,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,189,682,Scenario 1 (S.1-1),1,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,189,682,Scenario 2 (S.1-2),0,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,189,682,Scenario 3 (S.2-1),1,1
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,189,682,Scenario 4 (S.2-2),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,399,664,Scenario 1 (S.1-1),1,4
flawfinder-cppcheck-commsca,FLF-CPC-CSA,399,664,Scenario 2 (S.1-2),1,4
flawfinder-cppcheck-commsca,FLF-CPC-CSA,399,664,Scenario 3 (S.2-1),1,4
flawfinder-cppcheck-commsca,FLF-CPC-CSA,399,664,Scenario 4 (S.2-2),1,4
flawfinder-cppcheck-commsca,FLF-CPC-CSA,681,664,Scenario 1 (S.1-1),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,681,664,Scenario 2 (S.1-2),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,681,664,Scenario 3 (S.2-1),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,681,664,Scenario 4 (S.2-2),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,611,664,Scenario 1 (S.1-1),1,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,611,664,Scenario 2 (S.1-2),1,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,611,664,Scenario 3 (S.2-1),1,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,611,664,Scenario 4 (S.2-2),1,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,416,664,Scenario 1 (S.1-1),2,7
flawfinder-cppcheck-commsca,FLF-CPC-CSA,416,664,Scenario 2 (S.1-2),1,7
flawfinder-cppcheck-commsca,FLF-CPC-CSA,416,664,Scenario 3 (S.2-1),1,7
flawfinder-cppcheck-commsca,FLF-CPC-CSA,416,664,Scenario 4 (S.2-2),1,7
flawfinder-cppcheck-commsca,FLF-CPC-CSA,20,707,Scenario 1 (S.1-1),6,11
flawfinder-cppcheck-commsca,FLF-CPC-CSA,20,707,Scenario 2 (S.1-2),1,11
flawfinder-cppcheck-commsca,FLF-CPC-CSA,20,707,Scenario 3 (S.2-1),6,11
flawfinder-cppcheck-commsca,FLF-CPC-CSA,20,707,Scenario 4 (S.2-2),1,11
flawfinder-cppcheck-commsca,FLF-CPC-CSA,835,691,Scenario 1 (S.1-1),3,6
flawfinder-cppcheck-commsca,FLF-CPC-CSA,835,691,Scenario 2 (S.1-2),0,6
flawfinder-cppcheck-commsca,FLF-CPC-CSA,835,691,Scenario 3 (S.2-1),2,6
flawfinder-cppcheck-commsca,FLF-CPC-CSA,835,691,Scenario 4 (S.2-2),0,6
flawfinder-cppcheck-commsca,FLF-CPC-CSA,401,664,Scenario 1 (S.1-1),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,401,664,Scenario 2 (S.1-2),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,401,664,Scenario 3 (S.2-1),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,401,664,Scenario 4 (S.2-2),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,131,682,Scenario 1 (S.1-1),1,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,131,682,Scenario 2 (S.1-2),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,131,682,Scenario 3 (S.2-1),1,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,131,682,Scenario 4 (S.2-2),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,772,664,Scenario 1 (S.1-1),1,2
flawfinder-cppcheck-commsca,FLF-CPC-CSA,772,664,Scenario 2 (S.1-2),0,2
flawfinder-cppcheck-commsca,FLF-CPC-CSA,772,664,Scenario 3 (S.2-1),1,2
flawfinder-cppcheck-commsca,FLF-CPC-CSA,772,664,Scenario 4 (S.2-2),0,2
flawfinder-cppcheck-commsca,FLF-CPC-CSA,119,664,Scenario 1 (S.1-1),21,36
flawfinder-cppcheck-commsca,FLF-CPC-CSA,119,664,Scenario 2 (S.1-2),19,36
flawfinder-cppcheck-commsca,FLF-CPC-CSA,119,664,Scenario 3 (S.2-1),16,36
flawfinder-cppcheck-commsca,FLF-CPC-CSA,119,664,Scenario 4 (S.2-2),14,36
flawfinder-cppcheck-commsca,FLF-CPC-CSA,190,682,Scenario 1 (S.1-1),14,17
flawfinder-cppcheck-commsca,FLF-CPC-CSA,190,682,Scenario 2 (S.1-2),4,17
flawfinder-cppcheck-commsca,FLF-CPC-CSA,190,682,Scenario 3 (S.2-1),12,17
flawfinder-cppcheck-commsca,FLF-CPC-CSA,190,682,Scenario 4 (S.2-2),4,17
flawfinder-cppcheck-commsca,FLF-CPC-CSA,664,664,Scenario 1 (S.1-1),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,664,664,Scenario 2 (S.1-2),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,664,664,Scenario 3 (S.2-1),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,664,664,Scenario 4 (S.2-2),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,369,682,Scenario 1 (S.1-1),5,8
flawfinder-cppcheck-commsca,FLF-CPC-CSA,369,682,Scenario 2 (S.1-2),1,8
flawfinder-cppcheck-commsca,FLF-CPC-CSA,369,682,Scenario 3 (S.2-1),5,8
flawfinder-cppcheck-commsca,FLF-CPC-CSA,369,682,Scenario 4 (S.2-2),1,8
flawfinder-cppcheck-commsca,FLF-CPC-CSA,476,703,Scenario 1 (S.1-1),16,29
flawfinder-cppcheck-commsca,FLF-CPC-CSA,476,703,Scenario 2 (S.1-2),8,29
flawfinder-cppcheck-commsca,FLF-CPC-CSA,476,703,Scenario 3 (S.2-1),12,29
flawfinder-cppcheck-commsca,FLF-CPC-CSA,476,703,Scenario 4 (S.2-2),6,29
flawfinder-cppcheck-commsca,FLF-CPC-CSA,129,707,Scenario 1 (S.1-1),1,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,129,707,Scenario 2 (S.1-2),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,129,707,Scenario 3 (S.2-1),1,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,129,707,Scenario 4 (S.2-2),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,787,664,Scenario 1 (S.1-1),7,12
flawfinder-cppcheck-commsca,FLF-CPC-CSA,787,664,Scenario 2 (S.1-2),7,12
flawfinder-cppcheck-commsca,FLF-CPC-CSA,787,664,Scenario 3 (S.2-1),4,12
flawfinder-cppcheck-commsca,FLF-CPC-CSA,787,664,Scenario 4 (S.2-2),3,12
flawfinder-cppcheck-commsca,FLF-CPC-CSA,415,664,Scenario 1 (S.1-1),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,415,664,Scenario 2 (S.1-2),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,415,664,Scenario 3 (S.2-1),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,415,664,Scenario 4 (S.2-2),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,617,691,Scenario 1 (S.1-1),1,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,617,691,Scenario 2 (S.1-2),1,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,617,691,Scenario 3 (S.2-1),1,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,617,691,Scenario 4 (S.2-2),1,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,125,664,Scenario 1 (S.1-1),32,50
flawfinder-cppcheck-commsca,FLF-CPC-CSA,125,664,Scenario 2 (S.1-2),24,50
flawfinder-cppcheck-commsca,FLF-CPC-CSA,125,664,Scenario 3 (S.2-1),19,50
flawfinder-cppcheck-commsca,FLF-CPC-CSA,125,664,Scenario 4 (S.2-2),12,50
flawfinder-cppcheck-commsca,FLF-CPC-CSA,770,664,Scenario 1 (S.1-1),1,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,770,664,Scenario 2 (S.1-2),1,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,770,664,Scenario 3 (S.2-1),1,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,770,664,Scenario 4 (S.2-2),1,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,189,682,Scenario 1 (S.1-1),1,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,189,682,Scenario 2 (S.1-2),0,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,189,682,Scenario 3 (S.2-1),1,1
flawfinder-cppcheck-commsca,FLF-CPC-CSA,189,682,Scenario 4 (S.2-2),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,399,664,Scenario 1 (S.1-1),1,4
flawfinder-infer-codeql,FLF-IFR-CQL,399,664,Scenario 2 (S.1-2),0,4
flawfinder-infer-codeql,FLF-IFR-CQL,399,664,Scenario 3 (S.2-1),1,4
flawfinder-infer-codeql,FLF-IFR-CQL,399,664,Scenario 4 (S.2-2),0,4
flawfinder-infer-codeql,FLF-IFR-CQL,681,664,Scenario 1 (S.1-1),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,681,664,Scenario 2 (S.1-2),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,681,664,Scenario 3 (S.2-1),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,681,664,Scenario 4 (S.2-2),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,611,664,Scenario 1 (S.1-1),1,1
flawfinder-infer-codeql,FLF-IFR-CQL,611,664,Scenario 2 (S.1-2),1,1
flawfinder-infer-codeql,FLF-IFR-CQL,611,664,Scenario 3 (S.2-1),1,1
flawfinder-infer-codeql,FLF-IFR-CQL,611,664,Scenario 4 (S.2-2),1,1
flawfinder-infer-codeql,FLF-IFR-CQL,416,664,Scenario 1 (S.1-1),4,7
flawfinder-infer-codeql,FLF-IFR-CQL,416,664,Scenario 2 (S.1-2),2,7
flawfinder-infer-codeql,FLF-IFR-CQL,416,664,Scenario 3 (S.2-1),3,7
flawfinder-infer-codeql,FLF-IFR-CQL,416,664,Scenario 4 (S.2-2),1,7
flawfinder-infer-codeql,FLF-IFR-CQL,20,707,Scenario 1 (S.1-1),6,11
flawfinder-infer-codeql,FLF-IFR-CQL,20,707,Scenario 2 (S.1-2),0,11
flawfinder-infer-codeql,FLF-IFR-CQL,20,707,Scenario 3 (S.2-1),6,11
flawfinder-infer-codeql,FLF-IFR-CQL,20,707,Scenario 4 (S.2-2),0,11
flawfinder-infer-codeql,FLF-IFR-CQL,835,691,Scenario 1 (S.1-1),0,6
flawfinder-infer-codeql,FLF-IFR-CQL,835,691,Scenario 2 (S.1-2),0,6
flawfinder-infer-codeql,FLF-IFR-CQL,835,691,Scenario 3 (S.2-1),0,6
flawfinder-infer-codeql,FLF-IFR-CQL,835,691,Scenario 4 (S.2-2),0,6
flawfinder-infer-codeql,FLF-IFR-CQL,401,664,Scenario 1 (S.1-1),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,401,664,Scenario 2 (S.1-2),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,401,664,Scenario 3 (S.2-1),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,401,664,Scenario 4 (S.2-2),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,131,682,Scenario 1 (S.1-1),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,131,682,Scenario 2 (S.1-2),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,131,682,Scenario 3 (S.2-1),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,131,682,Scenario 4 (S.2-2),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,772,664,Scenario 1 (S.1-1),0,2
flawfinder-infer-codeql,FLF-IFR-CQL,772,664,Scenario 2 (S.1-2),0,2
flawfinder-infer-codeql,FLF-IFR-CQL,772,664,Scenario 3 (S.2-1),0,2
flawfinder-infer-codeql,FLF-IFR-CQL,772,664,Scenario 4 (S.2-2),0,2
flawfinder-infer-codeql,FLF-IFR-CQL,119,664,Scenario 1 (S.1-1),23,36
flawfinder-infer-codeql,FLF-IFR-CQL,119,664,Scenario 2 (S.1-2),20,36
flawfinder-infer-codeql,FLF-IFR-CQL,119,664,Scenario 3 (S.2-1),20,36
flawfinder-infer-codeql,FLF-IFR-CQL,119,664,Scenario 4 (S.2-2),14,36
flawfinder-infer-codeql,FLF-IFR-CQL,190,682,Scenario 1 (S.1-1),5,17
flawfinder-infer-codeql,FLF-IFR-CQL,190,682,Scenario 2 (S.1-2),0,17
flawfinder-infer-codeql,FLF-IFR-CQL,190,682,Scenario 3 (S.2-1),5,17
flawfinder-infer-codeql,FLF-IFR-CQL,190,682,Scenario 4 (S.2-2),0,17
flawfinder-infer-codeql,FLF-IFR-CQL,664,664,Scenario 1 (S.1-1),1,1
flawfinder-infer-codeql,FLF-IFR-CQL,664,664,Scenario 2 (S.1-2),1,1
flawfinder-infer-codeql,FLF-IFR-CQL,664,664,Scenario 3 (S.2-1),1,1
flawfinder-infer-codeql,FLF-IFR-CQL,664,664,Scenario 4 (S.2-2),1,1
flawfinder-infer-codeql,FLF-IFR-CQL,369,682,Scenario 1 (S.1-1),2,8
flawfinder-infer-codeql,FLF-IFR-CQL,369,682,Scenario 2 (S.1-2),0,8
flawfinder-infer-codeql,FLF-IFR-CQL,369,682,Scenario 3 (S.2-1),2,8
flawfinder-infer-codeql,FLF-IFR-CQL,369,682,Scenario 4 (S.2-2),0,8
flawfinder-infer-codeql,FLF-IFR-CQL,476,703,Scenario 1 (S.1-1),16,29
flawfinder-infer-codeql,FLF-IFR-CQL,476,703,Scenario 2 (S.1-2),9,29
flawfinder-infer-codeql,FLF-IFR-CQL,476,703,Scenario 3 (S.2-1),12,29
flawfinder-infer-codeql,FLF-IFR-CQL,476,703,Scenario 4 (S.2-2),8,29
flawfinder-infer-codeql,FLF-IFR-CQL,129,707,Scenario 1 (S.1-1),1,1
flawfinder-infer-codeql,FLF-IFR-CQL,129,707,Scenario 2 (S.1-2),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,129,707,Scenario 3 (S.2-1),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,129,707,Scenario 4 (S.2-2),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,787,664,Scenario 1 (S.1-1),8,12
flawfinder-infer-codeql,FLF-IFR-CQL,787,664,Scenario 2 (S.1-2),6,12
flawfinder-infer-codeql,FLF-IFR-CQL,787,664,Scenario 3 (S.2-1),5,12
flawfinder-infer-codeql,FLF-IFR-CQL,787,664,Scenario 4 (S.2-2),3,12
flawfinder-infer-codeql,FLF-IFR-CQL,415,664,Scenario 1 (S.1-1),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,415,664,Scenario 2 (S.1-2),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,415,664,Scenario 3 (S.2-1),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,415,664,Scenario 4 (S.2-2),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,617,691,Scenario 1 (S.1-1),1,1
flawfinder-infer-codeql,FLF-IFR-CQL,617,691,Scenario 2 (S.1-2),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,617,691,Scenario 3 (S.2-1),1,1
flawfinder-infer-codeql,FLF-IFR-CQL,617,691,Scenario 4 (S.2-2),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,125,664,Scenario 1 (S.1-1),24,50
flawfinder-infer-codeql,FLF-IFR-CQL,125,664,Scenario 2 (S.1-2),21,50
flawfinder-infer-codeql,FLF-IFR-CQL,125,664,Scenario 3 (S.2-1),14,50
flawfinder-infer-codeql,FLF-IFR-CQL,125,664,Scenario 4 (S.2-2),11,50
flawfinder-infer-codeql,FLF-IFR-CQL,770,664,Scenario 1 (S.1-1),1,1
flawfinder-infer-codeql,FLF-IFR-CQL,770,664,Scenario 2 (S.1-2),1,1
flawfinder-infer-codeql,FLF-IFR-CQL,770,664,Scenario 3 (S.2-1),1,1
flawfinder-infer-codeql,FLF-IFR-CQL,770,664,Scenario 4 (S.2-2),1,1
flawfinder-infer-codeql,FLF-IFR-CQL,189,682,Scenario 1 (S.1-1),1,1
flawfinder-infer-codeql,FLF-IFR-CQL,189,682,Scenario 2 (S.1-2),0,1
flawfinder-infer-codeql,FLF-IFR-CQL,189,682,Scenario 3 (S.2-1),1,1
flawfinder-infer-codeql,FLF-IFR-CQL,189,682,Scenario 4 (S.2-2),0,1
flawfinder-infer-codechecker,FLF-IFR-CCH,399,664,Scenario 1 (S.1-1),0,4
flawfinder-infer-codechecker,FLF-IFR-CCH,399,664,Scenario 2 (S.1-2),0,4
flawfinder-infer-codechecker,FLF-IFR-CCH,399,664,Scenario 3 (S.2-1),0,4
flawfinder-infer-codechecker,FLF-IFR-CCH,399,664,Scenario 4 (S.2-2),0,4
flawfinder-infer-codechecker,FLF-IFR-CCH,681,664,Scenario 1 (S.1-1),0,1
flawfinder-infer-codechecker,FLF-IFR-CCH,681,664,Scenario 2 (S.1-2),0,1
flawfinder-infer-codechecker,FLF-IFR-CCH,681,664,Scenario 3 (S.2-1),0,1
flawfinder-infer-codechecker,FLF-IFR-CCH,681,664,Scenario 4 (S.2-2),0,1
flawfinder-infer-codechecker,FLF-IFR-CCH,611,664,Scenario 1 (S.1-1),0,1
flawfinder-infer-codechecker,FLF-IFR-CCH,611,664,Scenario 2 (S.1-2),0,1
flawfinder-infer-codechecker,FLF-IFR-CCH,611,664,Scenario 3 (S.2-1),0,1
flawfinder-infer-codechecker,FLF-IFR-CCH,611,664,Scenario 4 (S.2-2),0,1
flawfinder-infer-codechecker,FLF-IFR-CCH,416,664,Scenario 1 (S.1-1),0,7
flawfinder-infer-codechecker,FLF-IFR-CCH,416,664,Scenario 2 (S.1-2),0,7
flawfinder-infer-codechecker,FLF-IFR-CCH,416,664,Scenario 3 (S.2-1),0,7
flawfinder-infer-codechecker,FLF-IFR-CCH,416,664,Scenario 4 (S.2-2),0,7
flawfinder-infer-codechecker,FLF-IFR-CCH,20,707,Scenario 1 (S.1-1),3,11
flawfinder-infer-codechecker,FLF-IFR-CCH,20,707,Scenario 2 (S.1-2),0,11
flawfinder-infer-codechecker,FLF-IFR-CCH,20,707,Scenario 3 (S.2-1),3,11
flawfinder-infer-codechecker,FLF-IFR-CCH,20,707,Scenario 4 (S.2-2),0,11
flawfinder-infer-codechecker,FLF-IFR-CCH,835,691,Scenario 1 (S.1-1),1,6
flawfinder-infer-codechecker,FLF-IFR-CCH,835,691,Scenario 2 (S.1-2),0,6
flawfinder-infer-codechecker,FLF-IFR-CCH,835,691,Scenario 3 (S.2-1),1,6
flawfinder-infer-codechecker,FLF-IFR-CCH,835,691,Scenario 4 (S.2-2),0,6
flawfinder-infer-codechecker,FLF-IFR-CCH,401,664,Scenario 1 (S.1-1),0,1
flawfinder-infer-codechecker,FLF-IFR-CCH,401,664,Scenario 2 (S.1-2),0,1
flawfinder-infer-codechecker,FLF-IFR-CCH,401,664,Scenario 3 (S.2-1),0,1
flawfinder-infer-codechecker,FLF-IFR-CCH,401,664,Scenario 4 (S.2-2),0,1
flawfinder-infer-codechecker,FLF-IFR-CCH,131,682,Scenario 1 (S.1-1),0,1
flawfinder-infer-codechecker,FLF-IFR-CCH,131,682,Scenario 2 (S.1-2),0,1
flawfinder-infer-codechecker,FLF-IFR-CCH,131,682,Scenario 3 (S.2-1),0,1
flawfinder-infer-codechecker,FLF-IFR-CCH,131,682,Scenario 4 (S.2-2),0,1
flawfinder-infer-codechecker,FLF-IFR-CCH,772,664,Scenario 1 (S.1-1),0,2
flawfinder-infer-codechecker,FLF-IFR-CCH,772,664,Scenario 2 (S.1-2),0,2
flawfinder-infer-codechecker,FLF-IFR-CCH,772,664,Scenario 3 (S.2-1),0,2
flawfinder-infer-codechecker,FLF-IFR-CCH,772,664,Scenario 4 (S.2-2),0,2
